date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:04	408876/408876	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2006:33:16%20GMT	https://zurichdental.ch/en/zum-neuen-corona-virus/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/zum-neuen-corona-virus/index.html	(from https://zurichdental.ch/en/)
13:52:04	73/73	---M-Z	404	error ('Not%20Found')	application/json	date:Thu,%2022%20Aug%202024%2011:52:02%20GMT	https://zurichdental.ch/fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzurichdental.ch%2Ffr%2F	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/wp-json/oembed/1.0/embed404d	(from https://zurichdental.ch/fr/)
13:52:06	872282/872282	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:38:43%20GMT	https://zurichdental.ch/en/behandlungen-2/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/behandlungen-2/index.html	(from https://zurichdental.ch/en/)
13:52:07	872282/872282	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:38:48%20GMT	https://zurichdental.ch/en/behandlungen-3/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/behandlungen-3/index.html	(from https://zurichdental.ch/en/)
13:52:07	330062/330062	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:06%20GMT	https://zurichdental.ch/en/preisvergleich-zahnarzt-zurich/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/preisvergleich-zahnarzt-zurich/index.html	(from https://zurichdental.ch/en/)
13:52:07	329891/329891	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:07%20GMT	https://zurichdental.ch/en/dental-jobs/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/dental-jobs/index.html	(from https://zurichdental.ch/en/)
13:52:09	872282/872282	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2010:35:54%20GMT	https://zurichdental.ch/en/behandlungen-4/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/behandlungen-4/index.html	(from https://zurichdental.ch/en/)
13:52:10	872282/872282	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:38:51%20GMT	https://zurichdental.ch/en/behandlungen-5/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/behandlungen-5/index.html	(from https://zurichdental.ch/en/)
13:52:10	340437/340437	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:39:09%20GMT	https://zurichdental.ch/en/datenschutzerklaerung/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/datenschutzerklaerung/index.html	(from https://zurichdental.ch/en/)
13:52:10	338772/338772	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2009:46:10%20GMT	https://zurichdental.ch/en/impressum/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/impressum/index.html	(from https://zurichdental.ch/en/)
13:52:10	132/132	---M-Z	404	error ('Not%20Found')	text/xml	date:Thu,%2022%20Aug%202024%2011:52:08%20GMT	https://zurichdental.ch/fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzurichdental.ch%2Ffr%2F&format=xml	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/wp-json/oembed/1.0/embedb465	(from https://zurichdental.ch/fr/)
13:52:12	347144/347144	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:39:15%20GMT	https://zurichdental.ch/en/praxisuebernahme-zuerich/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/praxisuebernahme-zuerich/index.html	(from https://zurichdental.ch/en/)
13:52:13	343167/343167	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:38:34%20GMT	https://zurichdental.ch/en/zahn-academy/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/zahn-academy/index.html	(from https://zurichdental.ch/en/)
13:52:13	329852/329852	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:13%20GMT	https://zurichdental.ch/en/intern/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/intern/index.html	(from https://zurichdental.ch/en/)
13:52:15	292681/292681	---M-Z	200	added ('OK')	application/json	date:Thu,%2022%20Aug%202024%2011:52:15%20GMT	https://zurichdental.ch/fr/wp-json/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/wp-json/index.html	(from https://zurichdental.ch/fr/)
13:52:15	587612/587612	---M--	200	added ('OK')	image/png	etag:%2264a3ec80-8f75c%22	https://zurichdental.ch/wp-content/uploads/2023/07/Teamfoto_2023-removebg-1024x398.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2023/07/Teamfoto_2023-removebg-1024x398.png	(from https://zurichdental.ch/das-team)
13:52:15	10359/10359	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2009%20Jul%202024%2010:09:17%20GMT	https://zurichdental.ch/fr/comments/feed/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/comments/feed/index.html	(from https://zurichdental.ch/fr/)
13:52:16	1118573/1118573	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:53:06%20GMT	https://zurichdental.ch/fr/das-team/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/das-team/index.html	(from https://zurichdental.ch/fr/)
13:52:16	356339/356339	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2009%20Jul%202024%2010:09:17%20GMT	https://zurichdental.ch/fr/feed/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/feed/index.html	(from https://zurichdental.ch/fr/)
13:52:16	8422/8422	---MCZ	200	added ('OK')	text/css	etag:W/%2266a3088b-20e6%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-6756.css?ver=1721960587	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-675676f1.css	(from https://zurichdental.ch/das-team)
13:52:17	787311/787311	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:50:28%20GMT	https://zurichdental.ch/fr/zahnarzt-zuerich-bahnhofplatz/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/zahnarzt-zuerich-bahnhofplatz/index.html	(from https://zurichdental.ch/fr/)
13:52:18	669512/669512	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:50:06%20GMT	https://zurichdental.ch/fr/zahnarzt-stettbach-duebendorf/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/zahnarzt-stettbach-duebendorf/index.html	(from https://zurichdental.ch/fr/)
13:52:18	361996/361996	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:59:09%20GMT	https://zurichdental.ch/fr/about/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/about/index.html	(from https://zurichdental.ch/fr/)
13:52:18	991932/991932	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:59:06%20GMT	https://zurichdental.ch/fr/praxisnews/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/praxisnews/index.html	(from https://zurichdental.ch/fr/)
13:52:19	875525/875525	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:43:44%20GMT	https://zurichdental.ch/fr/behandlungen/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/behandlungen/index.html	(from https://zurichdental.ch/fr/)
13:52:20	355771/355771	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2005:34:41%20GMT	https://zurichdental.ch/fr/konditionen/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/konditionen/index.html	(from https://zurichdental.ch/fr/)
13:52:20	844689/844689	---M-Z	200	added ('OK')	application/json	date:Thu,%2022%20Aug%202024%2011:52:19%20GMT	https://zurichdental.ch/wp-json/wp/v2/pages/6756	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/wp/v2/pages/6756.json	(from https://zurichdental.ch/das-team)
13:52:20	900224/900224	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:43:42%20GMT	https://zurichdental.ch/fr/aktionen/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/aktionen/index.html	(from https://zurichdental.ch/fr/)
13:52:21	361800/361800	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:52:37%20GMT	https://zurichdental.ch/fr/kontakt/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/kontakt/index.html	(from https://zurichdental.ch/fr/)
13:52:21	330891/330891	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2003:03:34%20GMT	https://zurichdental.ch/fr/online-termin/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/online-termin/index.html	(from https://zurichdental.ch/fr/)
13:52:22	992016/992016	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:57:52%20GMT	https://zurichdental.ch/fr/event/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/event/index.html	(from https://zurichdental.ch/fr/)
13:52:22	340221/340221	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:59:02%20GMT	https://zurichdental.ch/fr/treueprogramm/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/treueprogramm/index.html	(from https://zurichdental.ch/fr/)
13:52:22	2806/2806	---M-Z	200	added ('OK')	application/json	date:Thu,%2022%20Aug%202024%2011:52:23%20GMT	https://zurichdental.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzurichdental.ch%2Fdas-team%2F	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/oembed/1.0/embedc175.json	(from https://zurichdental.ch/das-team)
13:52:23	395140/395140	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:45:56%20GMT	https://zurichdental.ch/fr/sommeraktion2024/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/sommeraktion2024/index.html	(from https://zurichdental.ch/fr/)
13:52:24	330915/330915	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:25%20GMT	https://zurichdental.ch/fr/standort-zuerich-bahnhofsplatz/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/standort-zuerich-bahnhofsplatz/index.html	(from https://zurichdental.ch/fr/)
13:52:25	398129/398129	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:57:40%20GMT	https://zurichdental.ch/fr/invisalign/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/invisalign/index.html	(from https://zurichdental.ch/fr/)
13:52:25	330681/330681	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:25%20GMT	https://zurichdental.ch/fr/shop/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/shop/index.html	(from https://zurichdental.ch/fr/)
13:52:26	442248/442248	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:53:04%20GMT	https://zurichdental.ch/fr/dsd-digital-smile-design/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/dsd-digital-smile-design/index.html	(from https://zurichdental.ch/fr/)
13:52:26	900491/900491	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2005:00:52%20GMT	https://zurichdental.ch/fr/blog/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/blog/index.html	(from https://zurichdental.ch/fr/)
13:52:26	330879/330879	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:26%20GMT	https://zurichdental.ch/fr/standort-zuerich-stettbach/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/standort-zuerich-stettbach/index.html	(from https://zurichdental.ch/fr/)
13:52:27	411182/411182	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:58:35%20GMT	https://zurichdental.ch/fr/notfall-zahnarzt/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/notfall-zahnarzt/index.html	(from https://zurichdental.ch/fr/)
13:52:27	399347/399347	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:58:34%20GMT	https://zurichdental.ch/fr/dentalhygiene/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/dentalhygiene/index.html	(from https://zurichdental.ch/fr/)
13:52:28	403902/403902	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2005:00:54%20GMT	https://zurichdental.ch/fr/zahnfleischbehandlungen/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/zahnfleischbehandlungen/index.html	(from https://zurichdental.ch/fr/)
13:52:28	2931/2931	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Aug%202024%2011:52:26%20GMT	https://zurichdental.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzurichdental.ch%2Fdas-team%2F&format=xml	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/oembed/1.0/embed48e3	(from https://zurichdental.ch/das-team)
13:52:28	411992/411992	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:57:43%20GMT	https://zurichdental.ch/fr/zum-neuen-corona-virus/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/zum-neuen-corona-virus/index.html	(from https://zurichdental.ch/fr/)
13:52:29	330904/330904	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:29%20GMT	https://zurichdental.ch/fr/produkt-kategorie/aktions-produkte/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/produkt-kategorie/aktions-produkte/index.html	(from https://zurichdental.ch/fr/)
13:52:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2011:52:30%20GMT	https://zurichdental.ch/shop	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/shop	(from https://zurichdental.ch/das-team)
13:52:30	876059/876059	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:38:27%20GMT	https://zurichdental.ch/fr/behandlungen-2/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/behandlungen-2/index.html	(from https://zurichdental.ch/fr/)
13:52:31	876059/876059	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:57:51%20GMT	https://zurichdental.ch/fr/behandlungen-3/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/behandlungen-3/index.html	(from https://zurichdental.ch/fr/)
13:52:31	39425/39425	---M--	200	added ('OK')	image/png	etag:%22605affa8-9a01%22	https://zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Julian-Ro%cc%88hr_Zahnarzt-in-Zu%cc%88rich-Stettbach.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Julian-Ro%cc%88hr_Zahnarzt-in-Zu%cc%88rich-Stettbach.png	(from https://zurichdental.ch/das-team)
13:52:32	876059/876059	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:58:40%20GMT	https://zurichdental.ch/fr/behandlungen-4/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/behandlungen-4/index.html	(from https://zurichdental.ch/fr/)
13:52:33	330915/330915	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:30%20GMT	https://zurichdental.ch/fr/preisvergleich-zahnarzt-zurich/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/preisvergleich-zahnarzt-zurich/index.html	(from https://zurichdental.ch/fr/)
13:52:33	330744/330744	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:31%20GMT	https://zurichdental.ch/fr/dental-jobs/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/dental-jobs/index.html	(from https://zurichdental.ch/fr/)
13:52:34	89091/89091	---M--	200	added ('OK')	image/png	etag:%2262ff7861-15c03%22	https://zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Jochen-Hoeb-Zahnarzt-Zuerich-grau-e1660909665468.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Jochen-Hoeb-Zahnarzt-Zuerich-grau-e1660909665468.png	(from https://zurichdental.ch/das-team)
13:52:35	876059/876059	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:58:38%20GMT	https://zurichdental.ch/fr/behandlungen-5/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/behandlungen-5/index.html	(from https://zurichdental.ch/fr/)
13:52:35	340433/340433	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:48:55%20GMT	https://zurichdental.ch/fr/impressum/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/impressum/index.html	(from https://zurichdental.ch/fr/)
13:52:35	343435/343435	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2005:04:38%20GMT	https://zurichdental.ch/fr/datenschutzerklaerung/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/datenschutzerklaerung/index.html	(from https://zurichdental.ch/fr/)
13:52:36	348553/348553	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2005:34:34%20GMT	https://zurichdental.ch/fr/praxisuebernahme-zuerich/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/praxisuebernahme-zuerich/index.html	(from https://zurichdental.ch/fr/)
13:52:36	47984/47984	---M--	200	added ('OK')	image/png	etag:%22602571d4-bb70%22	https://zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Mladen-Bencun.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Mladen-Bencun.png	(from https://zurichdental.ch/das-team)
13:52:36	344753/344753	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:59:00%20GMT	https://zurichdental.ch/fr/zahn-academy/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/zahn-academy/index.html	(from https://zurichdental.ch/fr/)
13:52:37	27677/27677	---M--	200	added ('OK')	image/png	etag:%22605aff9a-6c1d%22	https://zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Matthias-Hodecker_Zahnarzt-in-Zu%cc%88rich.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/10/Zahnarzt-Dr.-Matthias-Hodecker_Zahnarzt-in-Zu%cc%88rich.png	(from https://zurichdental.ch/das-team)
13:52:38	1114721/1114721	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2006:34:01%20GMT	https://zurichdental.ch/das-team/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/das-team/index.html	(from https://zurichdental.ch/das-team)
13:52:38	330705/330705	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:37%20GMT	https://zurichdental.ch/fr/intern/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/intern/index.html	(from https://zurichdental.ch/fr/)
13:52:39	332496/332496	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:42:17%20GMT	https://zurichdental.ch/dr-julian-roehr/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-julian-roehr/index.html	(from https://zurichdental.ch/das-team)
13:52:39	122879/122879	---M--	200	added ('OK')	image/png	etag:%22641b6848-1dfff%22	https://zurichdental.ch/wp-content/uploads/2019/10/Zahnaerztin-Dr.-Corinna-Itze-e1679517768526.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2019/10/Zahnaerztin-Dr.-Corinna-Itze-e1679517768526.png	(from https://zurichdental.ch/das-team)
13:52:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2011:52:39%20GMT	https://zurichdental.ch/?p=6756	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/index23d7.html	(from https://zurichdental.ch/das-team)
13:52:39	333462/333462	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:39:25%20GMT	https://zurichdental.ch/dr-matthias-hodecker/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-matthias-hodecker/index.html	(from https://zurichdental.ch/das-team)
13:52:40	335879/335879	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2009:40:59%20GMT	https://zurichdental.ch/dr-mladen-bencun/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-mladen-bencun/index.html	(from https://zurichdental.ch/das-team)
13:52:40	37160/37160	---M--	200	added ('OK')	image/png	etag:%2260377125-9128%22	https://zurichdental.ch/wp-content/uploads/2019/10/Silwan-Mendes_Zahna%cc%88rztin_ZurichDental-1.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2019/10/Silwan-Mendes_Zahna%cc%88rztin_ZurichDental-1.png	(from https://zurichdental.ch/das-team)
13:52:40	331007/331007	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:49:05%20GMT	https://zurichdental.ch/dr-med-dent-corinna-itze/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-med-dent-corinna-itze/index.html	(from https://zurichdental.ch/das-team)
13:52:40	25165/25165	---M--	200	added ('OK')	image/jpeg	etag:%225f7c7012-624d%22	https://zurichdental.ch/wp-content/uploads/2017/09/Dr.-Olivier-Schicht_Zahnarzt_ZurichDental-e1559722416985.jpg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/09/Dr.-Olivier-Schicht_Zahnarzt_ZurichDental-e1559722416985.jpg	(from https://zurichdental.ch/das-team)
13:52:41	327343/327343	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Aug%202024%2011:52:41%20GMT	https://zurichdental.ch/dr-jochen-hoeb/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-jochen-hoeb/index.html	(from https://zurichdental.ch/das-team)
13:52:41	333051/333051	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:39:59%20GMT	https://zurichdental.ch/zahnaerztin-silwan-mendes/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/zahnaerztin-silwan-mendes/index.html	(from https://zurichdental.ch/das-team)
13:52:41	22395/22395	---M--	200	added ('OK')	image/jpeg	etag:%225f7c6e7d-577b%22	https://zurichdental.ch/wp-content/uploads/2017/09/Dr.-Gregory-L%c3%bcscher_Zahnarzt_ZurichDental-e1559722543253.jpg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/09/Dr.-Gregory-L%c3%bcscher_Zahnarzt_ZurichDental-e1559722543253.jpg	(from https://zurichdental.ch/das-team)
13:52:42	334125/334125	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:45:12%20GMT	https://zurichdental.ch/dr-oliver-schicht/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-oliver-schicht/index.html	(from https://zurichdental.ch/das-team)
13:52:42	11569/11569	---M--	200	added ('OK')	image/jpeg	etag:%225ef30f9e-2d31%22	https://zurichdental.ch/wp-content/uploads/2017/08/Zahnarzt_Dr_Gabriel_Bosch.jpg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/08/Zahnarzt_Dr_Gabriel_Bosch.jpg	(from https://zurichdental.ch/das-team)
13:52:42	333152/333152	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:45:17%20GMT	https://zurichdental.ch/dr-gregory-luescher/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-gregory-luescher/index.html	(from https://zurichdental.ch/das-team)
13:52:42	24576/24576	---M--	200	added ('OK')	image/jpeg	etag:%225f7c7032-6000%22	https://zurichdental.ch/wp-content/uploads/2017/09/Dr.-Jakob-M%c3%bcller_Zahnarzt_ZurichDental-e1559722190849.jpg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2017/09/Dr.-Jakob-M%c3%bcller_Zahnarzt_ZurichDental-e1559722190849.jpg	(from https://zurichdental.ch/das-team)
13:52:43	335018/335018	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:45:14%20GMT	https://zurichdental.ch/dr-gabriel-bosch/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-gabriel-bosch/index.html	(from https://zurichdental.ch/das-team)
13:52:43	14162/14162	---M--	200	added ('OK')	image/jpeg	etag:%22615f0470-3752%22	https://zurichdental.ch/wp-content/uploads/2021/08/Zahnarzt-Dr.-Frank-Seefeld_Zahnarzt_ZurichDental-Neu.jpg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2021/08/Zahnarzt-Dr.-Frank-Seefeld_Zahnarzt_ZurichDental-Neu.jpg	(from https://zurichdental.ch/das-team)
13:52:43	2457/2457	---M--	200	added ('OK')	image/png	etag:%22620e3427-999%22	https://zurichdental.ch/wp-content/uploads/2021/03/platzhalter_frau.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2021/03/platzhalter_frau.png	(from https://zurichdental.ch/das-team)
13:52:43	335932/335932	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2005:03:01%20GMT	https://zurichdental.ch/dr-jakob-mueller/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dr-jakob-mueller/index.html	(from https://zurichdental.ch/das-team)
13:52:43	2238/2238	---M--	200	added ('OK')	image/png	etag:%22620e341c-8be%22	https://zurichdental.ch/wp-content/uploads/2021/03/platzhalter_mann.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2021/03/platzhalter_mann.png	(from https://zurichdental.ch/das-team)
